1946_1	1946_1	To the Congress of the United States:  
1950_50	1950_50	To avoid this danger, we must curb monopoly and provide aids to independent  business so that it may have the credit and capital to compete in a system  of free enterprise. I recommend that the Congress complete action at this  session on the pending bill to close the loopholes in the Clayton Act which  now permit monopolistic mergers. I also hope before this session is over to  transmit to the Congress a series of proposals to strengthen the  antimonopoly laws, to assist small business, and to encourage the growth of  new enterprises.  
1950_51	1950_51	In the case of labor, free collective bargaining must be protected and  encouraged. Collective bargaining is not only a fundamental economic  freedom for labor. It is also a strengthening and stabilizing influence for  our whole economy.  
1950_60	1950_60	If we are to achieve a better life for all, the natural resources of the  country must be regarded as a public trust. We must use our precious assets  of soil, water, and forest, and grassland in such a way that they become  constantly more productive and more valuable. Government investment in the  conservation and development of our resources is necessary to the future  economic expansion of the country.  
1950_61	1950_61	We need to enlarge the production and transmission of public power. That is  true not only in those regions which have already received great benefits  from Federal power projects, but also in regions such as New England where  the benefits of large_scale public power development have not yet been  experienced.  
1950_66	1950_66	To take full advantage of the increasing possibilities of nature we must  equip ourselves with increasing knowledge. Government has a responsibility  to see that our country maintains its position in the advance of science.  As a step toward this end, the Congress should complete action on the  measure to create a National Science Foundation.  
1950_67	1950_67	Another duty of the Government is to promote the economic security, the  health, and the education of its citizens. By so doing, we strengthen both  our economy and the structure of our society. In a nation as rich as ours,  all citizens should be able to live in decency and health.  
1950_70	1950_70	In the field of health there are immense opportunities to extend to more of  our people the benefits of the amazing advances in medical science. We have  made a good beginning in expanding our hospitals, but we must also go on to  remedy the shortages of doctors, nurses, and public health services, and to  establish a system of medical insurance which will enable all Americans to  afford good medical care.  
1950_71	1950_71	We must take immediate steps to strengthen our educational system. In many  parts of our country, young people are being handicapped for life because  of a poor education. The rapidly increasing number of children of school  age, coupled with the shortage of qualified teachers, makes this problem  more critical each year. I believe that the Congress should no longer delay  in providing Federal assistance to the States so that they can maintain  adequate schools.  
1950_72	1950_72	As we go forward in achieving greater economic security and greater  opportunity for all our people, we should make every effort to extend the  benefits of our democratic institutions to every citizen. The religious  ideals which we profess, and the heritage of freedom which we have received  from the past, clearly place that duty upon us. I again urge the Congress  to enact the civil rights proposals I made in February 1948. These  proposals are for the enactment of Federal statutes which will protect all  our people in the exercise of their democratic rights and their search for  economic opportunity, grant statehood to Alaska and Hawaii, provide a  greater measure of self_government for our island possessions, and accord  home rule to the District of Columbia. Some of those proposals have been  before the Congress for a long time. Those who oppose them, as well as  those who favor them, should recognize that it is the duty of the elected  representatives of the people to let these proposals come to a vote.  
1950_74	1950_74	The measures I am recommending to the Congress concerning both our foreign  and our domestic policies represent a carefully considered program to meet  our national needs. It is a program which necessarily requires large  expenditures of funds. More than 70 percent of the Government's  expenditures are required to meet the costs of past wars and to work for  world peace. This is the dominant factor in our fiscal policy. At the same  time, the Government must make substantial expenditures which are necessary  to the growth and expansion of the domestic economy.  
1950_79	1950_79	The fiscal policy I am recommending is the quickest and safest way of  achieving a balanced budget.  
1950_81	1950_81	We work for a better life for all, so that all men may put to good use the  great gifts with which they have been endowed by their Creator. We seek to  establish those material conditions of life in which, without exception,  men may live in dignity, perform useful work, serve their communities, and  worship God as they see fit.  
1950_82	1950_82	These may seem simple goals, but they are not little ones. They are worth a  great deal more than all the empires and conquests of history. They are not  to be achieved by military aggression or political fanaticism. They are to  be achieved by humbler means_by hard work, by a spirit of self_restraint in  our dealings with one another, and by a deep devotion to the principles of  justice and equality.  
1951_4	1951_4	I know that the 82d Congress will meet this challenge in a way worthy of  our great heritage. I know that your debates will be earnest, responsible,  constructive, and to the point. I know that from these debates there will  come the great decisions needed to carry us forward.  
1951_7	1951_7	We will succeed, but we must all do our part. We must all act together as  citizens of this great Republic.  
1951_14	1951_14	The free nations do not have any aggressive purpose. We want only peace in  the world peace for all countries. No threat to the security of any nation  is concealed in our plans and programs.  
1951_17	1951_17	This new imperialism has powerful military forces. It is keeping millions  of men under arms. It has a large air force and a strong submarine force.  It has complete control of the men and equipment of its satellites. It has  kept its subject peoples and its economy in a state of perpetual  mobilization.  
1951_19	1951_19	The Soviet imperialists have two ways of going about their destructive  work. They use the method of subversion and internal revolution, and they  use the method of external aggression. In preparation for either of these  methods of attack, they stir up class strife and disorder. They encourage  sabotage. They put out poisonous propaganda. They deliberately try to  prevent economic improvement.  
1951_23	1951_23	The free nations believe in the dignity and the worth of man.  
1951_24	1951_24	We believe in independence for all nations.  
1951_29	1951_29	Our own national security is deeply involved with that of the other free  nations. While they need our support, we equally need theirs. Our national  safety would be gravely prejudiced if the Soviet Union were to succeed in  harnessing to its war machine the resources and the manpower of the free  nations on the borders of its empire.  
1951_31	1951_31	In such a situation, the Soviet Union could impose its demands on the  world, without resort to conflict, simply through the preponderance of its  economic and military power. The Soviet Union does not have to attack the  United States to secure domination of the world. It can achieve its ends by  isolating us and swallowing up all our allies. Therefore, even if we were  craven enough I do not believe we could be but, I say, even if we were  craven enough to abandon our ideals, it would be disastrous for us to  withdraw from the community of free nations.  
1951_32	1951_32	We are the most powerful single member of this community, and we have a  special responsibility. We must take the leadership in meeting the  challenge to freedom and in helping to protect the rights of independent  nations.  
1951_45	1951_45	To put these plans into action, we sent to Europe last week one of our  greatest military commanders, General Dwight D. Eisenhower.  
1951_51	1951_51	It is in the Far East that we have taken up arms, under the United Nations,  to preserve the principle of independence for free nations. We are fighting  to keep the forces of Communist aggression from making a slave state out of  Korea.  
1951_52	1951_52	Korea has tremendous significance for the world. It means that free  nations, acting through the United Nations, are fighting together against  aggression.  
1951_57	1951_57	The Soviet rulers have made it clear that we must have strength as well as  right on our side. If we build our strength and we are building it the  Soviet rulers may face the facts and lay aside their plans to take over the  world.  
1951_58	1951_58	That is what we hope will happen, and that is what we are trying to bring  about. That is the only realistic road to peace.  
1951_64	1951_64	In many cases, however, our stocks of weapons are low. In other cases,  those on hand are not the most modern. We have made remarkable technical  advances. We have developed new types of jet planes and powerful new tanks.  We are concentrating on producing the newest types of weapons and producing  them as fast as we can.  
1951_65	1951_65	This production drive is more selective than the one we had during World  War II, but it is just as urgent and intense. It is a big program and it is  a costly one.  
1951_66	1951_66	Let me give you two concrete examples. Our present program calls for  expanding the aircraft industry so that it will have the capacity to  produce 50,000 modern military planes a year. We are preparing the capacity  to produce 35,000 tanks a year. We are not now ordering that many planes or  that many tanks, and we hope that we never have to, but we mean to be able  to turn them out if we need them.  
1951_71	1951_71	The first part is to get our defense production going as fast as possible.  We have to convert plants and channel materials to defense production. This  means heavy cuts in civilian uses of copper, aluminum, rubber, and other  essential materials. It means shortages in various consumer goods.  
1951_74	1951_74	The Congress will need to consider legislation, at this session, affecting  all the aspects of our mobilization job. The main subjects on which  legislation will be needed are:  
1951_75	1951_75	First, appropriations for our military buildup.  
1951_81	1951_81	Seventh, housing and training of defense workers and the full use of all  our manpower resources.  
1951_83	1951_83	Ninth, aid to the States to meet the most urgent needs of our elementary  and secondary schools. Some of our plans will have to be deferred for the  time being. But we should do all we can to make sure our children are being  trained as good and useful citizens in the critical times ahead.  
1951_92	1951_92	We are building up our strength, in concert with other free nations, to  meet the danger of aggression that has been turned loose on the world. The  strength of the free nations is the world's best hope of peace.  
1951_94	1951_94	Make no mistake about my meaning. I do not ask, or expect, unanimity. I do  not ask for an end to debate. Only by debate can we arrive at decisions  which are wise, and which reflect the desires of the American people. We do  not have a dictatorship in this country, and we never will have one in this  country.  
1951_96	1951_96	Let us keep our eyes on the issues and work for the things we all believe  in.  
1951_97	1951_97	Let each of us put our country ahead of our party, and ahead of our own  personal interests.  
1951_99	1951_99	Let us all stand together as Americans. Let us stand together with all men  everywhere who believe in human liberty.  
1951_102	1951_102	This is our cause peace, freedom, justice. We will pursue this cause with  determination and humility, asking divine guidance that in all we do we may  follow the will of God.  
1952_2	1952_2	I have the honor to report to the Congress on the state of the Union.  
1952_13	1952_13	Peace depends upon the free nations sticking together, and making a  combined effort to check aggression and prevent war. In this respect, 1951  was a year of great achievement.  
1952_15	1952_15	In Indochina and Malaya, our aid has helped our allies to hold back the  Communist advance, although there are signs of further trouble in that  area.  
1952_16	1952_16	In 1951 we strengthened the chances of peace in the Pacific region by the  treaties with Japan and the defense arrangements with Australia, New  Zealand, and the Philippines.  
1952_17	1952_17	In Europe combined defense has become a reality. The free nations have  created a real fighting force. This force is not yet as strong as it needs  to be; but it is already a real obstacle to any attempt by hostile forces  to sweep across Europe to the Atlantic.  
1952_20	1952_20	At the present session of the United Nations in Paris, we, together with  the British and the French, offered a plan to reduce and control all  armaments under a foolproof inspection system. This is a concrete,  practical proposal for disarmament.  
1952_27	1952_27	This expansion will mean more jobs and higher standards of living for all  of us in the years ahead. At the present time it means greater strength for  us and for the rest of the free world in the fight for peace.  
1952_29	1952_29	The outstanding fact to note on the debit side of the ledger is that the  Soviet Union, in 1951, continued to expand its military production and  increase its already excessive military power.  
1952_30	1952_30	It is true that the Soviets have run into increasing difficulties. Their  hostile policies have awakened stern resistance among free men throughout  the world. And behind the Iron Curtain the Soviet rule of force has created  growing political and economic stresses in the satellite nations.  
1952_32	1952_32	And here at home, our defense preparations are far from complete.  
1952_36	1952_36	In the Middle East political tensions and the oil controversy in Iran are  keeping the region in a turmoil. In the Far East the dark threat of  Communist imperialism still hangs over many nations.  
1952_37	1952_37	This, very briefly, is the good side and the bad side of the picture.  
1952_40	1952_40	Our task will not be easy; but if we go at it with a will, we can look  forward to steady progress. On our side are all the great resources of  freedom the ideals of religion and democracy, the aspiration of people for  a better life, and the industrial and technical power of a free  civilization.  
1952_43	1952_43	But if there are any among us who think we ought to ease up in the fight  for peace, I want to remind them of three things just three things.  
1952_47	1952_47	This is a time for courage, not for grumbling and mumbling.  
1952_49	1952_49	The thing that is uppermost in the minds of all of us is the situation in  Korea. We must, and we will, keep up the fight there until we get the kind  of armistice that will put an end to the aggression and protect the safety  of our forces and the security of the Republic of Korea. Beyond that we  shall continue to work for a settlement in Korea that upholds the  principles of the United Nations.  
1952_51	1952_51	Meanwhile, we must continue to strengthen the forces of freedom throughout  the world.  
1952_56	1952_56	In the long run we want to see Europe freed from any dependence on our aid.  Our European allies want that just as bad as we do. The steps that are now  being taken to build European unity should help bring that about. Six  European countries are pooling their coal and steel production under the  Schuman plan. Work is going forward on the merger of European national  forces on the Continent into a single army. These great projects should  become realities in 1952.  
1952_58	1952_58	In Asia the new Communist empire is a daily threat to millions of people.  The peoples of Asia want to be free to follow their own way of life. They  want to preserve their culture and their traditions against communism, just  as much as we want to preserve ours. They are laboring under terrific  handicaps poverty, ill health, feudal systems of land ownership, and the  threat of internal subversion or external attack. We can and we must  increase our help to them.  
1952_61	1952_61	This last year we made available millions of bushels of wheat to relieve  famine in India. But far more important, in the long run, is the work  Americans are doing in India to help the Indian farmers themselves raise  more grain. With the help of our technicians, Indian farmers, using simple,  inexpensive means, have been able since 1948 to double the crops in one  area in India. One farmer there raised 63 bushels of wheat to the acre,  where 13 bushels had been the average before.  
1952_63	1952_63	My friends of the Congress, less than one_third of the expenditure for the  cost of World War II would have created the developments necessary to feed  the whole world so we wouldn't have to stomach communism. That is what we  have got to fight, and unless we fight that battle and win it, we can't win  the cold war or a hot one either.  
1952_74	1952_74	The very critical part of our defense job this year is to keep down  inflation.  
1952_77	1952_77	Congress has a tremendous responsibility in this matter. Our stabilization  law was shot full of holes at the last session. This year, it will be one  of the main tasks before the Congress to repair the damage and enact a  strong anti_inflation law.  
1952_81	1952_81	Our strength depends upon the health, the morale, the freedom of our  people. We can take on the burden of leadership in the fight for world  peace because, for nearly 20 years, the Government and the people have been  working together for the general welfare. We have given more and more of  out citizens a fair chance at decent, useful, productive lives. That is the  reason we are as strong as we are today.  
1952_82	1952_82	This Government of ours the Congress and the executive both must keep on  working to bring about a fair deal for all the American people. Some people  will say that we haven't the time or the money this year for measures for  the welfare of the people. But if we want to win the fight for peace, this  is a part of the job we cannot ignore.  
1952_84	1952_84	I believe most people in this country will agree with me on that.  
1952_87	1952_87	I think our businessmen know that scientific research and transportation  services and more steel mills and power projects are not luxuries, but  necessities to keep our business and our industry in the forefront of  industrial progress.  
1952_98	1952_98	We should also make some cost_of_living adjustments for those receiving  veterans' compensation for death or disability incurred in the service of  our country. In addition, now is the time to start a sensible program of  readjustment benefits for our veterans who have seen service since the  fighting broke out in Korea.  
1952_104	1952_104	All these measures I have been talking about measures to advance the  well_being of our people demonstrate to the world the forward movement of  our free society.  
1952_109	1952_109	I have already made some recommendations to the Congress to help accomplish  these purposes. I intend to submit further recommendations to this end. I  will welcome the wholehearted cooperation of the Congress in this effort.  
1952_112	1952_112	When you come right down to it, it is the courage and the character of our  Nation and of each one of us as individuals_that will really decide how  well we meet this challenge.  
1952_117	1952_117	We must have that same faith and vision. In the great contest in which we  are engaged today, we cannot expect to have fair weather all the way. But  it is a contest just as important for this country and for all men, as the  desperate struggle that George Washington fought through to victory.  
1953_1	1953_1	Mr. President, Mr. Speaker, Members of the Eighty_third Congress:  
1953_8	1953_8	The purpose of this message is to suggest certain lines along which our  joint efforts may immediately be directed toward realization of these four  ruling purposes.  
1953_13	1953_13	This administration has, therefore, begun the definition of a new, positive  foreign policy. This policy will be governed by certain fixed ideas. They  are these:  
1953_14	1953_14	(1) Our foreign policy must be clear, consistent, and confident. This means  that it must be the product of genuine, continuous cooperation between the  executive and the legislative branches of this Government. It must be  developed and directed in the spirit of true bipartisanship.  
1953_16	1953_16	(3) Our policy, dedicated to making the free world secure, will envision  all peaceful methods and devices except breaking faith with our friends.  We shall never acquiesce in the enslavement of any people in order to  purchase fancied gain for ourselves. I shall ask the Congress at a later  date to join in an appropriate resolution making clear that this Government  recognizes no kind of commitment contained in secret understandings of the  past with foreign governments which permit this kind of enslavement.  
1953_18	1953_18	(5) Our policy will be designed to foster the advent of practical unity in  Western Europe. The nations of that region have contributed notably to the  effort of sustaining the security of the free world. From the jungles of  Indochina and Malaya to the northern shores of Europe, they have vastly  improved their defensive strength. Where called upon to do so, they have  made costly and bitter sacrifices to hold the line of freedom.  
1953_19	1953_19	But the problem of security demands closer cooperation among the nations of  Europe than has been known to date. Only a more closely integrated economic  and political system can provide the greatly increased economic strength  needed to maintain both necessary military readiness and respectable living  standards.  
1953_22	1953_22	(6) Our foreign policy will recognize the importance of profitable and  equitable world trade.  
1953_23	1953_23	A substantial beginning can and should be made by our friends themselves.  Europe, for example, is now marked by checkered areas of labor surplus and  labor shortage, of agricultural areas needing machines and industrial areas  needing food. Here and elsewhere we can hope that our friends will take the  initiative in creating broader markets and more dependable currencies, to  allow greater exchange of goods and services among themselves.  
1953_25	1953_25	This help includes:  
1953_26	1953_26	First: Revising our customs regulations to remove procedural obstacles to  profitable trade. I further recommend that the Congress take the Reciprocal  Trade Agreements Act under immediate study and extend it by appropriate  legislation. This objective must not ignore legitimate safeguarding of  domestic industries, agriculture, and labor standards. In all executive  study and recommendations on this problem labor and management and farmers  alike will be earnestly consulted.  
1953_35	1953_35	This has meant, in effect, that the United States Navy was required to  serve as a defensive arm of Communist China. Regardless of the situation in  1950, since the date of that order the Chinese Communists have invaded  Korea to attack the United Nations forces there. They have consistently  rejected the proposals of the United Nations Command for an armistice. They  recently joined with Soviet Russia in rejecting the armistice proposal  sponsored in the United Nations by the Government of India. This proposal  had been accepted by the United States and 53 other nations.  
1953_37	1953_37	I am, therefore, issuing instructions that the Seventh Fleet no longer be  employed to shield Communist China. This order implies no aggressive intent  on our part. But we certainly have no obligation to protect a nation  fighting us in Korea.  
1953_43	1953_43	We must realize clearly that size alone is not sufficient. The biggest  force is not necessarily the best and we want the best.  
1953_46	1953_46	Because of the complex technical nature of our military organization and  because of the security reasons involved, the Secretary of Defense must  take the initiative and assume the responsibility for developing plans to  give our Nation maximum safety at minimum cost. Accordingly, the new  Secretary of Defense and his civilian and military associates will, in the  future, recommend such changes in present laws affecting our defense  activities as may be necessary to clarify responsibilities and improve the  total effectiveness of our defense effort.  
1953_54	1953_54	Civil defense responsibilities primarily belong to the State and local  governments recruiting, training, and organizing volunteers to meet any  emergency. The immediate job of the Federal Government is to provide  leadership, to supply technical guidance, and to continue to strengthen its  civil defense stockpile of medical, engineering, and related supplies and  equipment. This work must go forward without lag.  
1953_55	1953_55	V.  
1953_57	1953_57	Our immediate task is to chart a fiscal and economic policy that can:  
1953_58	1953_58	(1) Reduce the planned deficits and then balance the budget, which means,  among other things, reducing Federal expenditures to the safe minimum;  
1953_61	1953_61	(4) Check the menace of inflation;  
1953_64	1953_64	It is important that all of us understand that this administration does not  and cannot begin its task with a clean slate. Much already has been written  on the record, beyond our power quickly to erase or to amend. This record  includes our inherited burden of indebtedness and obligations and  deficits.  
1953_74	1953_74	Reduction of taxes will be justified only as we show we can succeed in  bringing the budget under control. As the budget is balanced and inflation  checked, the tax burden that today stifles initiative can and must be  eased.  
1953_84	1953_84	We are, of course, living in an international situation that is neither an  emergency demanding full mobilization, nor is it peace. No one can know how  long this condition will persist. Consequently, we are forced to learn many  new things as we go along_clinging to what works, discarding what does  not.  
1953_88	1953_88	I recommend the continuance of the authority for Federal control over rents  in those communities in which serious housing shortages exist. These are  chiefly the so_called defense areas. In these and all areas the Federal  Government should withdraw from the control of rents as soon as  practicable. But before they are removed entirely, each legislature should  have full opportunity to take over, within its own State, responsibility  for this function.  
1953_89	1953_89	It would be idle to pretend that all our problems in this whole field of  prices will solve themselves by mere Federal withdrawal from direct  controls.  
1953_92	1953_92	VI.  
1953_94	1953_94	The safety of America and the trust of the people alike demand that the  personnel of the Federal Government be loyal in their motives and reliable  in the discharge of their duties. Only a combination of both loyalty and  reliability promises genuine security.  
1953_97	1953_97	I am determined to meet this responsibility of the Executive. The heads of  all executive departments and agencies have been instructed to initiate at  once effective programs of security with respect to their personnel. The  Attorney General will advise and guide the departments and agencies in the  shaping of these programs, designed at once to govern the employment of new  personnel and to review speedily any derogatory information concerning  incumbent personnel.  
1953_100	1953_100	All these measures have two clear purposes: Their first purpose is to make  certain that this Nation's security is not jeopardized by false servants.  Their second purpose is to clear the atmosphere of that unreasoned  suspicion that accepts rumor and gossip as substitutes for evidence.  
1953_102	1953_102	I have already established a Committee on Government Organization. The  Committee is using as its point of departure the reports of the Hoover  Commission and subsequent studies by several independent agencies. To  achieve the greater efficiency and economy which the Committee analyses  show to be possible, I ask the Congress to extend the present Government  Reorganization Act for a period of 18 months or 2 years beyond its  expiration date of April 1, 1953.  
1953_105	1953_105	In all departments, dedication to these basic precepts of security and  efficiency, integrity, and economy can and will produce an administration  deserving of the trust the people have placed in it.  
1953_108	1953_108	Vitally important are the water and minerals, public lands and standing  timber, forage and wild_life of this country. A fast_growing population will  have vast future needs in these resources. We must more than match the  substantial achievements in the half_century since President Theodore  Roosevelt awakened the Nation to the problem of conservation.  
1953_110	1953_110	The best natural resources program for America will not result from  exclusive dependence on Federal bureaucracy. It will involve a partnership  of the States and local communities, private citizens, and the Federal  Government, all working together. This combined effort will advance the  development of the great river valleys of our Nation and the power that  they can generate. Likewise, such a partnership can be effective in the  expansion throughout the Nation of upstream storage; the sound use of  public lands; the wise conservation of minerals; and the sustained yield of  our forests.  
1953_113	1953_113	VIII.  
1953_119	1953_119	The whole complex of agricultural programs and policies will be studied by  a Special Agricultural Advisory Commission, as I know it will by  appropriate committees of the Congress. A nonpartisan group of respected  authorities in the field of agriculture has already been appointed as an  interim advisory group.  
1953_121	1953_121	IX.  
1953_123	1953_123	The truth in matters of labor policy has become obscured in controversy.  The very meaning of economic freedom as it affects labor has become  confused. This misunderstanding has provided a climate of opinion favoring  the growth of governmental paternalism in labor relations. This tendency,  if left uncorrected, could end only by producing a bureaucratic despotism.  Economic freedom is, in fact, the requisite of greater prosperity for every  American who earns his own living.  
1953_124	1953_124	In the field of labor legislation, only a law that merits the respect and  support of both labor and management can help reduce the loss of wages and  of production through strikes and stoppages, and thus add to the total  economic strength of our Nation.  
1953_126	1953_126	I know that the Congress is already proceeding with renewed studies of this  subject. Meanwhile, the Department of Labor is at once beginning work to  devise further specific recommendations for your consideration.  
1953_127	1953_127	In the careful working out of legislation, I know you will give thoughtful  consideration as will we in the executive branch to the views of labor,  and of management, and of the general public. In this process, it is only  human that each of us should bring forward the arguments of self_interest.  But if all conduct their arguments in the overpowering light of national  interest which is enlightened self_interest we shall get the right  answers. I profoundly hope that every citizen of our country will follow  with understanding your progress in this work. The welfare of all of us is  involved.  
1953_129	1953_129	Government can do a great deal to aid the settlement of labor disputes  without allowing itself to be employed as an ally of either side. Its  proper role in industrial strife is to encourage the processes of mediation  and conciliation. These processes can successfully be directed only by a  government free from the taint of any suspicion that it is partial or  punitive.  
1953_131	1953_131	X.  
1953_132	1953_132	Our civil and social rights form a central part of the heritage we are  striving to defend on all fronts and with all our strength. I believe with  all my heart that our vigilant guarding of these rights is a sacred  obligation binding upon every citizen. To be true to one's own freedom is,  in essence, to honor and respect the freedom of all others.  
1953_133	1953_133	A cardinal ideal in this heritage we cherish is the equality of rights of  all citizens of every race and color and creed.  
1953_137	1953_137	I propose to use whatever authority exists in the office of the President  to end segregation in the District of Columbia, including the Federal  Government, and any segregation in the Armed Forces.  
1953_140	1953_140	There is one sphere in which civil rights are inevitably involved in  Federal legislation. This is the sphere of immigration.  
1953_141	1953_141	It is a manifest right of our Government to limit the number of immigrants  our Nation can absorb. It is also a manifest right of our Government to set  reasonable requirements on the character and the numbers of the people who  come to share our land and our freedom.  
1953_142	1953_142	It is well for us, however, to remind ourselves occasionally of an equally  manifest fact: we are one and all immigrants or sons and daughters of  immigrants.  
1953_144	1953_144	I am therefore requesting the Congress to review this legislation and to  enact a statute that will at one and the same time guard our legitimate  national interests and be faithful to our basic ideas of freedom and  fairness to all.  
1953_151	1953_151	Public interest similarly demands one prompt specific action in protection  of the general consumer. The Food and Drug Administration should be  authorized to continue its established and necessary program of factory  inspections. The invalidation of these inspections by the Supreme Court of  December 8, 1952, was based solely on the fact that the present law  contained inconsistent and unclear provisions. These must be promptly  corrected.  
1953_154	1953_154	I repeat that there are many important subjects of which I make no mention  today. Among these is our great and growing body of veterans. America has  traditionally been generous in caring for the disabled and the widow and  the orphan of the fallen. These millions remain close to all our hearts.  Proper care of our uniformed citizens and appreciation of the past service  of our veterans are part of our accepted governmental responsibilities.  
1953_161	1953_161	There is, in world affairs, a steady course to be followed between an  assertion of strength that is truculent and a confession of helplessness  that is cowardly.  
1953_162	1953_162	There is, in our affairs at home, a middle way between untrammeled freedom  of the individual and the demands for the welfare of the whole Nation. This  way must avoid government by bureaucracy as carefully as it avoids neglect  of the helpless.  
1953_164	1953_164	In this spirit must we live and labor: confident of our strength,  compassionate in our heart, clear in our mind.  
1953_165	1953_165	In this spirit, let us together turn to the great tasks before us.  
1954_3	1954_3	All branches of this Government and I venture to say both of our great  parties can support the general objective of the recommendations I make  today, for that objective is the building of a stronger America. A nation  whose every citizen has good reason for bold hope; where effort is rewarded  and prosperity is shared; where freedom expands and peace is secure that  is what I mean by a stronger America.  
1954_6	1954_6	First of all we are deeply grateful that our sons no longer die on the  distant mountains of Korea. Although they are still called from our homes  to military service, they are no longer called to the field of battle.  
1954_8	1954_8	Segregation in the armed forces and other Federal activities is on the way  out. We have also made progress toward its elimination in the District of  Columbia. These are steps in the continuing effort to eliminate  inter_racial difficulty.  
1954_9	1954_9	Some developments beyond our shores have been equally encouraging.  Communist aggression, halted in Korea, continues to meet in Indo_china the  vigorous resistance of France and the Associated States, assisted by timely  aid from our country. In West Germany, in Iran, and in other areas of the  world, heartening political victories have been won by the forces of  stability and freedom. Slowly but surely, the free world gathers strength.  Meanwhile, from behind the iron curtain, there are signs that tyranny is in  trouble and reminders that its structure is as brittle as its surface is  hard.  
1954_25	1954_25	The forthcoming Budget Message will propose maintenance of the Presidential  power of transferability of all assistance funds and will ask authority to  merge these funds with the regular defense funds. It will also propose that  the Secretary of Defense have primary responsibility for the administration  of foreign military assistance in accordance with the policy guidance of  the Secretary of State.  
1954_28	1954_28	ATOMIC ENERGY PROPOSAL  
1954_29	1954_29	As we maintain our military strength during the coming year and draw closer  the bonds with our allies, we shall be in an improved position to discuss  outstanding issues with the Soviet Union. Indeed we shall be glad to do so  whenever there is a reasonable prospect of constructive results. In this  spirit the atomic energy proposals of the United States were recently  presented to the United Nations General Assembly. A truly constructive  Soviet reaction will make possible a new start toward an era of peace, and  away from the fatal road toward atomic war.  
1954_31	1954_31	Since our hope is peace, we owe ourselves and the world a candid  explanation of the military measures we are taking to make that peace  secure.  
1954_35	1954_35	Second, the usefulness of these new weapons creates new relationships  between men and materials. These new relationships permit economies in the  use of men as we build forces suited to our situation in the world today.  As will be seen from the Budget Message on January 21, the airpower of our  Navy and Air Force is receiving heavy emphasis.  
1954_37	1954_37	Fourth, our defense must rest on trained manpower and its most economical  and mobile use. A professional corps is the heart of any security  organization. It is necessarily the teacher and leader of those who serve  temporarily in the discharge of the obligation to help defend the Republic.  Pay alone will not retain in the career service of our armed forces the  necessary numbers of long_term personnel. I strongly urge, therefore, a  more generous use of other benefits important to service morale. Among  these are more adequate living quarters and family housing units and  medical care for dependents.  
1954_40	1954_40	Another part of this foundation is, of course, our continental transport  system. Some of our vital heavy materials come increasingly from Canada.  Indeed our relations with Canada, happily always close, involve more and  more the unbreakable ties of strategic interdependence. Both nations now  need the St. Lawrence Seaway for security as well as for economic reasons.  I urge the Congress promptly to approve our participation in its  construction.  
1954_44	1954_44	The international and defense policies which I have outlined will enable us  to negotiate from a position of strength as we hold our resolute course  toward a peaceful world. We now turn to matters which are normally  characterized as domestic, well realizing that what we do abroad affects  every problem at home from the amount of taxes to our very state of mind.  
1954_51	1954_51	I turn now to the second great purpose of our government: Along with the  protection of freedom, the maintenance of a strong and growing economy.  
1954_52	1954_52	The American economy is one of the wonders of the world. It undergirds our  international position, our military security, and the standard of living  of every citizen. This Administration is determined to keep our economy  strong and to keep it growing.  
1954_55	1954_55	If new conditions arise that require additional administrative or  legislative action, the Administration will still be ready. A government  always ready, as this is, to take well_timed and vigorous action, and a  business community willing, as ours is, to plan boldly and with  confidence, can between them develop a climate assuring steady economic  growth.  
1954_61	1954_61	Third, by keeping new appropriation requests below estimated revenues, we  continue to reduce the tremendous accumulation of unfinanced obligations  incurred by the Government under past appropriations.  
1954_66	1954_66	Without attempting to summarize these manifold reforms, I can here  illustrate their tendency. For example, we propose more liberal tax  treatment for dependent children who work, for widows or widowers with  dependent children, and for medical expenses. For the business that wants  to expand or modernize its plant, we propose liberalized tax treatment of  depreciation, research and development expenses, and retained earnings.  
1954_71	1954_71	Agricultural laws now in effect successfully accomplished their wartime  purpose of encouraging maximum production of many crops. Today, production  of these crops at such levels far exceeds present demand. Yet the laws  encouraging such production are still in effect. The storage facilities of  the Commodity Credit Corporation bulge with surplus stocks of dairy  products, wheat, cotton, corn, and certain vegetable oils; and the  Corporation's presently authorized borrowing authority $6,750,000,000 is  nearly exhausted. Some products, priced out of domestic markets, and  others, priced out of world markets, have piled up in government hands. In  a world in which millions of people are hungry, destruction of food would,  of course, be unconscionable. Yet surplus stocks continue to threaten the  market and in spite of the acreage controls authorized by present law,  surpluses will continue to accumulate.  
1954_79	1954_79	All Federal conservation and resource development projects are being  reappraised. Sound projects now under way will be continued. New projects  in which the Federal Government has a part must be economically sound, with  local sharing of cost wherever appropriate and feasible. In the next fiscal  year work will be started on twenty_three projects that meet these  standards. The Federal Government will continue to construct and operate  economically sound flood control, power, irrigation and water supply  projects wherever these projects are beyond the capacity of local  initiative, public or private, and consistent with the needs of the whole  Nation.  
1954_82	1954_82	A uniform and consistent water resources policy;  
1954_84	1954_84	A sound program for safeguarding the domestic production of critical and  strategic metals and minerals.  
